subsidio,RSH,tiene_propiedad,tiene_subsidio,tipo_subsidio,tiene_ahorro,situacion_laboral,cedula_identidad,moneda_uf,zona_interes,monto_ahorro,ingreso_mensual,antiguedad_ahorro_meses,cant_integrante,ahorro_minimo,finalidad_subsidio,limite_renta_1,limite_renta_2,limite_renta_3,limite_renta_4,limite_rm_renta_1,limite_rm_renta_2,limite_rm_renta_3,limite_rm_renta_4,limite_renta_1_ds19,limite_renta_2_ds19,limite_renta_3_ds19,limite_renta_4_ds19,limite_rm_renta_1_ds19,limite_rm_renta_2_ds19,limite_rm_renta_3_ds19,limite_rm_renta_4_ds19
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.042,00",654325,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.000.044,00",654326,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,0,"84,10",654323,44,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,1,"114,10",654324,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.038,00",654323,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.000.040,00",654324,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.036,00",654322,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,1,"143,90",654322,56,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,0,"145,30",654321,25,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.000.034,00",654321,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.049,00",500008,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,1,"141,20",500008,81,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.055,00",1234569,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"3.082.239,00",1234568,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.999.949,00",1234567,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.071,00",1.111.120,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"3.082.255,00",1.111.119,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.999.933,00",1.111.118,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.064,00",1111117,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"7.500.062,00",1111116,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"6.000.060,00",1111115,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.058,00",1111114,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"3.082.242,00",1111113,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.999.946,00",1111112,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.051,00",1111111,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.000.070,00",987.663,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"7.500.068,00",987.662,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"6.000.066,00",987.661,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.064,00",987660,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"3.082.248,00",987659,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.999.940,00",987658,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.057,00",987657,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"7.500.055,00",987656,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"6.000.053,00",987655,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.051,00",987654,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"3.082.257,00",654.330,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.999.931,00",654.329,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.066,00",654.328,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"7.500.064,00",654327,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"6.000.062,00",654326,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.060,00",654325,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"3.082.244,00",654324,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.999.944,00",654323,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.053,00",654322,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"7.500.051,00",654321,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"6.000.069,00",500.009,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.067,00",500.008,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"3.082.251,00",500007,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.999.937,00",500006,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.000.060,00",500005,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"7.500.058,00",500004,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"6.000.056,00",500003,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.054,00",500002,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"3.082.238,00",500001,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.999.950,00",500000,12,4,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,0,"102,70",500007,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.047,00",500007,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.045,00",500006,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,1,"131,60",500006,88,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,0,"101,80",500005,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.041,00",500004,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.043,00",500005,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,0,"146,30",500003,69,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,1,"116,30",500004,41,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,0,"86,40",500002,19,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.039,00",500003,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.037,00",500002,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,1,"154,20",500001,76,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,0,"168,20",500000,28,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.035,00",500001,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.033,00",500000,12,3,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.999.971,00",654327,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"3.082.213,00",654326,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.025,00",654325,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"6.000.023,00",654324,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"7.500.021,00",654323,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.000.019,00",654322,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.999.982,00",654321,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"3.082.219,00",500009,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.031,00",500008,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"6.000.029,00",500007,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"7.500.027,00",500006,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.000.025,00",500005,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.999.976,00",500004,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"3.082.208,00",500003,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.020,00",500002,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"6.000.018,00",500001,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"7.500.016,00",500000,12,2,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.013,00",500008,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"6.000.009,00",654326,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,0,"235,90",500006,84,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"3.082.192,00",654324,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"9.999.990,00",500006,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,91-100,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.000.002,00",654322,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,0,"85,30",500004,92,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.999.985,00",500009,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"7.500.006,00",500004,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"7.500.011,00",500007,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,0,"108,20",500002,97,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"4.500.008,00",500005,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"4.500.003,00",500002,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"9.999.995,00",500003,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,0,"80,00",500.000,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds1 - tramo 3,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"7.500.001,00",500001,12,1,80,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,0,0,0,0,0,0,0,0
ds19,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"3.082.186,00",2.497.727,12,1,100,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,2497727,3266258,3458391,3881083,1921329,2689860,2997272,3304685
ds19,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,0,"100,00",2.497.727,12,1,100,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,2497727,3266258,3458391,3881083,1921329,2689860,2997272,3304685
ds19,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"3.082.188,00",2.497.727,12,1,100,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,2497727,3266258,3458391,3881083,1921329,2689860,2997272,3304685
ds19,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,1,0,"100,20",2.497.727,12,1,100,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,2497727,3266258,3458391,3881083,1921329,2689860,2997272,3304685
ds19,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"6.000.003,00",2.497.727,12,1,100,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,2497727,3266258,3458391,3881083,1921329,2689860,2997272,3304685
ds19,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,1,0,"100,70",2.497.727,12,1,100,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,2497727,3266258,3458391,3881083,1921329,2689860,2997272,3304685
ds19,81-90,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"3.082.186,00",2.497.727,12,1,100,vivienda,2468142,3227571,3531342,3835113,1898571,2657999,2961771,3265542,2497727,3266258,3458391,3881083,1921329,2689860,2997272,3304685
